滴,"滴 drip  テキ  しずく to drip, drop  したた.る to drip, to trickle"
暁,"暁 dawn  ギョウ  あかつき dawn, daybreak"
胴,胴 torso  ドウ
謡,謡 chant Noh  ヨウ  うた.い a Noh chant  うた.う to chant Noh
飢,"飢 starving  キ  う.える to starve, to be hungry"
欄,欄 column  ラン
艶,"艶 glossy  エン  つや gloss, lustre"
痕,痕 scar  コン  あと
怠,怠 neglect  タイ  おこた.る to neglect  なま.ける to be lazy
欺,"欺 deceive  ギ  あざむ.く to deceive, cheat"
弦,"弦 bowstring  ゲン  つる bowstring, cord"
泡,泡 bubble  ホウ  あわ
諦,"諦 resign oneself  テイ  あきら.める to resign oneself to, give up"
伐,伐 fell (an enemy)  バツ
餅,餅 mochi  ヘイ  もち
寮,寮 dormitory  リョウ
符,符 sign  フ
厄,厄 unlucky  ヤク
奔,奔 bustle  ホン
瞳,瞳 pupil (of the eye)  ドウ  ひとみ pupil of the eye
昆,昆 descendants  コン
椎,椎 beech tree  ツイ
懇,"懇 friendship  コン  ねんご.ろ friendship, intimacy"
唄,唄 song  うた song (esp. shamisen song)
渦,"渦 whirlpool  カ  うず whirlpool, eddy"
襟,襟 collar  キン  えり
吟,吟 sing  ギン
覇,覇 domination  ハ
衡,衡 equilibrium  コウ
畜,畜 animal raising  チク
呈,呈 display  テイ
隙,隙 gap  ゲキ  すき a gap
淫,"淫 lewd  イン  みだ.ら lewd, licentious"
娠,娠 with child  シン
循,循 sequential  ジュン
懲,懲 learn from experience  チョウ  こ.りる to learn from experience  こ.らす  こ.らしめる to punish
錦,錦 brocade  キン  にしき
猟,猟 game hunting  リョウ
幣,幣 cash  ヘイ
附,附 affix  フ
箇,箇 item  カ
醜,醜 ugly  シュウ  みにく.い
軟,軟 soft  ナン  やわ.らか  やわ.らかい
箸,箸 chopsticks  はし
濯,濯 laundry  タク
戚,戚 relative  セキ
喚,喚 yell  カン
紺,紺 navy blue  コン
某,某 a certain  ボウ
鋼,鋼 steel  コウ  はがね
褒,褒 praise  ホウ  ほ.める to praise
赴,"赴 proceed towards  フ  おもむ.く to proceed towards, to go, to become"
媒,媒 go-between  バイ
妬,妬 envy  ト  ねた.む to envy
遮,"遮 intercept  シャ  さえぎ.る to intercept, obstruct"
窯,窯 kiln  ヨウ  かま
侯,侯 daimyo  コウ
隻,隻 ships  セキ
釜,釜 iron pot; kettle  かま
茎,"茎 stalk  ケイ  くき stalk, stem"
蔑,"蔑 contempt  ベツ  さげす.む to scorn, to despise"
嗅,"嗅 sniff  キュウ  か.ぐ to sniff, to smell"
壌,壌 plot (of land)  ジョウ
蜜,蜜 honey  ミツ
尼,尼 nun  ニ  あま
肢,肢 limb  シ
赦,赦 pardon  シャ
酬,酬 reward  シュウ
戴,戴 to present  タイ
詠,詠 compose a poem  エイ  よ.む to compose / write (a poem)
斗,斗 Big Dipper  ト
宜,宜 best regards  ギ
殻,"殻 shell  カク  から shell, husk"
墳,墳 tomb  フン
炊,"炊 cook  スイ  た.く to cook, to kindle"
碑,碑 tombstone  ヒ
伺,伺 visit  シ  うかが.う to visit; to ask
痩,痩 to get thin  ソウ  や.せる
但,但 however  ただ.し
奨,奨 exhort  ショウ
践,践 step  セン
滋,滋 luxuriant  ジ
儒,儒 Confucius  ジュ
沸,沸 boil  フツ  わ.かす to bring to a boil  わ.く to be boiling
薦,薦 recommend  セン  すす.める to recommend
怨,怨 grudge  エン  オン
曇,曇 cloudy  ドン  くも.る to be cloudy
栽,栽 plant  サイ
刈,刈 reap  か.る to reap; to cut
閑,閑 leisure  カン
錠,錠 lock  ジョウ
扶,扶 aid  フ
妥,妥 peace  ダ
妨,"妨 disturb  ボウ  さまた.げる to disturb, to hamper"
醒,醒 wake up  セイ
詣,"詣 go deep  ケイ  👌もう.で pilgrimmage, temple visit"
胎,胎 womb  タイ
窟,窟 cavern  クツ
巾,巾 turban; cloth  キン
蜂,"蜂 bee  ホウ  はち bee, wasp, hornet"
忌,"忌 mourning  キ  い.まわしい disgusting, abominable  い.む to loathe, abhor"
骸,骸 corpse  ガイ
弄,弄 play with; ridicule  ロウ  もてあそ.ぶ to play with
嫉,嫉 hate  シツ
粛,粛 solemn  シュク
罵,"罵 abuse  バ  ののし.る to abuse, to insult, to swear"
囚,囚 prisoner  シュウ
鉛,鉛 lead  エン  なまり
肯,肯 agreement  コウ
燥,燥 dry up  ソウ
搭,搭 load  トウ
諭,"諭 rebuke  ユ  さと.す to rebuke, admonish"
璧,璧 Chinese artifact  ヘキ
阜,阜 hill  フ
喝,喝 hoarse  カツ
享,享 enjoyment  キョウ
騰,騰 inflation  トウ
嗣,嗣 heir  シ
勅,勅 Imperial Order  チョク
篤,篤 serious  トク
勲,勲 merit  クン
埼,埼 cape  さい
伎,伎 technique  キ
曖,曖 dark  アイ
詐,詐 lie  サ
餌,餌 bait  ジ  え  えさ
岬,"岬 headland  みさき headland, cape"
暫,暫 temporarily  ザン
爽,爽 refreshing  ソウ  さわ.やか
肖,肖 resemble  ショウ
詮,詮 result  セン
諾,諾 consent  ダク
零,零 zero  レイ
柿,柿 persimmon  かき
芯,芯 core  シン
綻,"綻 unravel  タン  ほころ.びる to unravel, come apart"
訂,訂 revise  テイ
汽,汽 steam  キ
薫,薫 fragrant  クン  かお.る to be fragrant
隷,隷 slave  レイ
俵,"俵 sack  ヒョウ  たわら sack, straw bag"
遷,遷 change  セン
枢,枢 hinge  スウ
肘,肘 elbow  ひじ
麓,麓 foot of a mountain  ロク  ふもと
憧,"憧 yearn for  ショウ  あこが.れる to yearn for, long for"
帥,帥 commander  スイ
漆,"漆 varnish  シツ  うるし varnish, lacquer"
酌,酌 bartending  シャク  く.む to have a drink with
頓,頓 suddenly  トン
賠,賠 compensation  バイ
渇,渇 thirsty  カツ  かわ.く to be / become thirsty
慕,"慕 pine  ボ  した.う to long for, to pine"
婿,婿 bridegroom  セイ  むこ
妄,妄 delusion  ボウ  モウ
慨,慨 regret  ガイ
匿,匿 hide  トク
渓,渓 mountain stream  ケイ
侮,"侮 disdain  ブ  あなど.る to disdain, scorn"
髄,髄 marrow  ズイ
穀,穀 cereal  コク
薪,薪 fuel  シン  たきぎ firewood
轄,轄 control  カツ
洪,洪 flood  コウ
牙,"牙 tusk  ガ  ゲ  きば tusk, tooth, fang"
咽,咽 choke  イン
迅,迅 fast  ジン
該,該 above-stated  ガイ
逐,逐 pursue  チク
嘲,"嘲 make fun of  チョウ  あざけ.る to make fun of, to ridicule, to scorn"
墜,墜 crash  ツイ
臆,臆 timid  オク
餓,餓 starve  ガ
挫,挫 broken  ザ
錬,錬 temper (metal)  レン
桟,桟 scaffold  サン
溺,溺 drown  デキ  おぼ.れる to drown; to indulge
賄,"賄 bribe  ワイ  まかな.う to provide for, to board"
盲,盲 blind  モウ
鯨,鯨 whale  ゲイ  くじら
侶,侶 companion  リョ
艇,艇 rowing boat  テイ
丼,丼 bowl of food  どんぶり  どん-
堕,堕 degenerate  ダ
瘍,瘍 swelling; tumor  ヨウ
槽,槽 vat  ソウ
憩,憩 relax  ケイ  いこ.う to relax  いこ.い relaxation
僅,僅 very little  キン  わず.か
閲,閲 inspection  エツ
柵,柵 fence  サク
畔,畔 paddy ridge  ハン
睦,睦 intimate  ボク
唆,"唆 tempt  サ  そそのか.す to tempt, to entice"
悼,"悼 grieve  トウ  いた.む to grieve over, lament"
吏,吏 official  リ
穫,穫 harvest  カク
酢,酢 vinegar  サク  す
賜,"賜 grant  シ  たまわ.る to grant, bestow"
腎,腎 kidney  ジン
梗,梗 blockage  コウ
瑠,瑠 lapis lazuli  ル
羨,羨 envious  せん  うらや.ましい  うらや.む to be envious
搬,搬 conveyor  ハン
剖,剖 divide  ボウ
酎,酎 sake  チュウ
畿,畿 city  キ
宵,宵 wee hours  ショウ  よい
拐,拐 kidnap  カイ
醸,醸 brew  ジョウ  かも.す to brew
猶,猶 furthermore  ユウ
諮,諮 consult with  シ  はか.る to consult with
畏,畏 fear  イ  👌おそ.る to fear
泌,泌 ooze  ヒツ  ヒ
愁,愁 distress  シュウ  うれ.い  うれ.える to be distressed
逝,"逝 die  セイ  い.く  ゆ.く to die, pass away"
朽,"朽 decay  キュウ  く.ちる to decay, rot"
硫,硫 sulphur  リュウ
瞭,瞭 plain  リョウ
擬,擬 imitation  ギ
叙,叙 confer  ジョ
弊,弊 abuse  ヘイ
累,累 accumulate  ルイ
煩,"煩 worry  ハン  ボン  わずら.う to worry, suffer from  わずら.わす to trouble, bother, annoy"
踪,踪 footprint  ソウ
藻,藻 seaweed  ソウ  も
蚊,蚊 mosquito  か
栃,栃 horse chestnut  とち
且,"且 and another  か.つ and another, moreover"
鋳,"鋳 cast (metal)  チュウ  い.る to cast, to mint"
叱,叱 scold  シツ  しか.る to scold
蔽,蔽 cover  ヘイ
茨,"茨 briar  いばら briar, bramble"
棺,棺 coffin  カン
慄,慄 afraid; tremble  リツ
傲,傲 treat someone  ゴウ
硝,硝 nitrate  ショウ
舶,舶 ship  ハク
租,租 tariff  ソ
倣,倣 imitate  ホウ  なら.う to imitate
謹,"謹 discreet  キン  つつし.む to be discreet, careful"
抹,抹 erase  マツ
虹,虹 rainbow  にじ
捻,捻 twist  ネン
娯,娯 pleasure  ゴ
臼,臼 mortar  キュウ  うす a mortar
喩,喩 illustrate  ユ
萎,"萎 lose strength  イ  な.える to lose strength, to become weak, to wither"
蛍,蛍 firefly  ケイ  ほたる
窒,窒 plug up  チツ
腺,腺 gland  セン
桁,"桁 column  けた column, girder; digit"
玩,玩 toy  ガン
冶,冶 melt  ヤ
羞,羞 ashamed  シュウ
栓,栓 plug  セン
惧,惧 fear  グ
寡,寡 widow  カ
畝,"畝 furrow  うね furrow, ridge"
淑,淑 graceful  シュク
嫡,嫡 wife  チャク
屯,屯 barracks  トン
糾,糾 twist  キュウ
遡,"遡 go upstream  ソ  さかのぼ.る to go upstream, to retrace the past"
陪,陪 attend on  バイ
雌,雌 female  シ  め-  めす
舷,舷 gunwale  ゲン
霜,霜 frost  ソウ  しも
殉,殉 martyrdom  ジュン
紡,"紡 make yarn  ボウ  つむ.ぐ to make yarn, to spin; to spin (a tale)"
貪,貪 covet  ドン  むさぼ.る to covet
庸,庸 commonplace  ヨウ
韻,韻 rhyme  イン
繕,"繕 mend  ゼン  つくろ.う to mend, to do repairs"
搾,"搾 squeeze  サク  しぼ.る to squeeze, to wring"
刹,刹 temple  サツ  セツ
采,采 die; dice  サイ
堆,堆 piled high  タイ
禍,禍 calamity  カ
煎,煎 boil  セン  い.る to fry
姻,姻 matrimony  イン
斑,斑 spot  ハン
冥,冥 dark  メイ  ミョウ
抄,抄 select  ショウ
拷,拷 torture  ゴウ
遜,遜 humble  ソン
旺,旺 flourishing  オウ
准,准 quasi-  ジュン
勾,勾 capture  コウ
廉,廉 bargain  レン
礁,礁 reef  ショウ
壱,壱 one  イチ
麺,麺 noodles  メン
升,升 measure  ます a measure (of a drink)
卸,卸 sell wholesale  おろ.す to sell wholesale  おろし wholesaling
耗,耗 consume  モウ  コウ
謁,謁 audience  エツ
璃,璃 glass  リ
坑,坑 pit  コウ
串,串 skewer  くし a skewer
弔,"弔 mourn  チョウ  とむら.う to mourn, condole"
賓,賓 VIP  ヒン
塡,塡 insert  テン
痢,痢 diarrhea  リ
嚇,"嚇 menacing  カク  おど.す to menace, to threaten"
濫,濫 overflow  ラン
俸,俸 salary  ホウ
箋,箋 composition  セン
凸,凸 convex  トツ
脊,脊 spine  セキ
詔,詔 imperial edict  ショウ  みことのり an imperial edict
緻,緻 detailed  チ
凹,凹 concave  オウ
罷,罷 quit  ヒ
漸,漸 gradually  ゼン
賦,賦 levy  フ
弧,弧 arc  コ
褐,褐 brown  カツ
辣,辣 bitter  ラツ
摯,摯 seriousness  シ
汎,汎 pan-  ハン
斥,斥 reject  セキ
厘,厘 tiny  リン
矯,"矯 straighten  キョウ  た.める to straighten, to correct"
毀,毀 destroy  キ
窃,窃 stealth  セツ
遵,遵 abide by  ジュン
賂,賂 bribe  ロ
惰,惰 laziness  ダ
蚕,蚕 silkworm  サン  かいこ
氾,氾 spread out  ハン
諧,諧 joke  カイ
倹,倹 thrifty  ケン
款,款 goodwill  カン
媛,媛 beautiful woman  エン
憾,憾 remorse  カン
哺,哺 raise  ホ
衷,衷 inmost  チュウ
彙,彙 compile  イ
迭,迭 transfer  テツ
嘱,嘱 entrust  ショク
恣,恣 selfish  シ
墾,墾 groundbreaking  コン
逓,逓 parcel post  テイ
劾,劾 censure  ガイ
酪,酪 whey  ラク
沃,沃 fertile  ヨク
塑,塑 model  ソ
痘,痘 pox  トウ
憬,憬 yearn for  ケイ
朕,朕 royal we; we  チン
虞,"虞 concern  おそれ concern, uneasiness, worry"
丙,丙 third  ヘイ
斤,斤 axe  キン
捗,捗 make progress  チョク
弐,弐 two  ニ
訃,訃 news of someone's death  フ
謄,謄 copy  トウ
繭,繭 cocoon  ケン  まゆ
璽,璽 imperial seal  ジ
頒,頒 partition  ハン
錮,錮 tie  コ
剥,"剥 peel off  ハク  は.がす to peel off, tear off  は.ぐ to peel  は.がれる to come unstuck  は.げる to come off, to wear off"
籠,籠 seclude  ロウ  こ.もる to seclude oneself  かご basket
楷,楷 model  カイ
頰,頰 cheek  ほお
